name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
landuse.lower_mississippi.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.tributaries,tributaries(-),NHDFlowline stream level 1 major tributaries,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.watersheds,watersheds(-),NHD/EPA watersheds,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.estuaries,estuaries(-),USGS/EPA estuaries,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.lakes,lakes(-),MERIS/EPA lakes,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.sediment_nca_2015,sediment_nca_2015(-),EPA-NCA seabed sediment point multi-data 2015,-180 -90 180 90,2015-01-01T00:00:00Z,PT1Y,2015-12-31T23:59:59Z,landuse
landuse.lower_mississippi.tide_point,tide_point(-),NOAA gauge tide height and volume measures,-180 -90 180 90,1950-01-01T00:00:00Z,PT1Y,2018-12-31T23:59:59Z,landuse
landuse.lower_mississippi.tide_current,tide_current(-),NOAA gauge tide current measures,-180 -90 180 90,2017-01-01T00:00:00Z,PT1Y,2019-12-31T23:59:59Z,landuse
landuse.lower_mississippi.longshore_current,longshore_current(-),UCSD high-frequency gauge network longshore current measures,-180 -90 180 90,2012-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.lower_mississippi.estuary_flushing,estuary_flushing(-),NOAA gauge estuary flushing measures,-180 -90 180 90,1950-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.lower_mississippi.salinity_point,salinity_point(-),NOAA gauge estuary salinity measures,-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2018-12-31T23:59:59Z,landuse
landuse.upper_mississippi.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.lakes,lakes(-),MERIS/EPA lakes,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.upper_mississippi.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
tidal.station,station(),Station-ID.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.mhhw,mhhw(m),Mean Higher High Water. The average of the higher high water height of each tidal day observed over the National Tidal Datum Epoch,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.mhw,mhw(m),Mean High Water. The average of all the high water heights observed over the National Tidal Datum Epoch.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.mtl,mtl(m),Mean Tide Level. The arithmetic mean of mean high water and mean low water.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.msl,msl(m),Mean Sea Level. The arithmetic mean of hourly heights observed over the National Tidal Datum Epoch.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.mlw,mlw(m),Mean Low Water. The average of all the low water heights observed over the National Tidal Datum Epoch.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
tidal.mllw,mllw(m),Mean Lower Low Water. The average of the lower low water height of each tidal day observed over the National Tidal Datum Epoch.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,tidal
wqp.station,station(-),Station-ID.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.discharge,discharge(m3/s),Stream flow.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_a,chlorophyll_a(ug/L),Chlorophyll-a concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_a_fluorescence,chlorophyll_a_fluorescence(RFU),Chlorophyll-a concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_a_non_pheophytin,chlorophyll_a_non_pheophytin(ug/L),Chlorophyll-a non-pheophytin.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_a_non_pheophytin_fluorescence,chlorophyll_a_non_pheophytin_fluorescence(RFU),Chlorophyll-a non-pheophytin.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_b,chlorophyll_b(ug/L),Chlorophyll-b concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_b_fluorescence,chlorophyll_b_fluorescence(RFU),Chlorophyll-b concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_c,chlorophyll_c(ug/L),Chlorophyll-c concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.chlorophyll_c_fluorescence,chlorophyll_c_fluorescence(RFU),Chlorophyll-c concentration measured.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.color_apparent,color_apparent(PCU),Apparent water color.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.color_true,color_true(PCU),True water color.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.cdom,cdom(/m),Colored dissolved organic matter.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.conductivity,conductivity(uS/cm),Conductivity.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.ph,ph(pH),Alkalinity.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.salinity_psu,salinity_psu(PSU),Salinity in practical salinity scale units.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.salinity_ppm,salinity_ppm(ppm),Salinity in parts-per-million units.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_fluoride,dissolved_fluoride(mg/L),Dissolved fluoride.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_iron,dissolved_iron(mg/L),Dissolved iron.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_nitrogen,dissolved_nitrogen(mg/L),Dissolved nitrogen.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_oxygen_concentration,dissolved_oxygen_concentration(mg/L),Dissolved oxygen concentration.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_oxygen_saturation,dissolved_oxygen_saturation(%),Dissolved oxygen saturation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.escherichia_coli,escherichia_coli(cfu/100ml),"Escherichia coli, m-TEC MF method, water.",-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.enterococci,enterococci(cfu/100ml),"Enterococci, m-E MF method, water.",-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.escherichia_coli_enterococci,escherichia_coli_enterococci(cfu/100ml),"Escherichia coli + Enterococci, m-TEC and m-E MF method, water.",-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.nh3_nh4,nh3_nh4(mg/L),Ammonia/ammonium.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.nitrite,nitrite(mg/L),Nitrite as N/NO2.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.nitrate,nitrate(mg/L),Nitrate as N/NO3.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.no2_no3,no2_no3(mg/L),Inorganic nitrogen.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.organic_carbon,organic_carbon(mg/L),Organic carbon.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.organic_nitrogen,organic_nitrogen(mg/L),Organic nitrogen.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.organic_phosphorus,organic_phosphorus(mg/L),Organic phosphorus.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.pheophytin,pheophytin(ug/L),Pheophytin.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.phosphate,phosphate(mg/L),Phosphate.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.silicate,silicate(mg/L),Silicate.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.temperature,temperature(C),Water temperature.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.total_nitrogen,total_nitrogen(mg/L),Total nitrogen.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.total_phosphorus,total_phosphorus(mg/L),Total phosphorus.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.secchi_disk_depth,secchi_disk_depth(m),Depth that a Secchi disk becomes invisible.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.par,par(uE/m2/s),Photosynthetic active radiation at depth.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.par_depth_surface_ratio,par_depth_surface_ratio(%),PAR at Depth/PAR at Surface) x 100.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.light_transmissivity,light_transmissivity(%),Light Transmissivity.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.light_extinction_coefficient,light_extinction_coefficient(-),Light extinction coefficient.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.light_attenuation_depth_at_10_percent,light_attenuation_depth_at_10_percent(m),Depth where light intensity is 10% less than at the surface.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.light_attenuation_depth_at_50_percent,light_attenuation_depth_at_50_percent(m),Depth where light intensity is 50% less than at the surface.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.light_attenuation_depth_at_99_percent,light_attenuation_depth_at_99_percent(m),Depth where light intensity is 99% less than at the surface.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.transparency_tube_disk,transparency_tube_disk(m),Depth of water sample in transparent tube obscurs disk.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.turbidity,turbidity(NTU),Clarity of water as measured by a meter in nephelometric turbidity units.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.turbidity_ratio,turbidity_ratio(NTRU),Clarity of water as measured by a meter in nephelometric turbidity ratio units.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.suspended_sediment,suspended_sediment(mg/L),Suspended sediment concentration.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.dissolved_solids,dissolved_solids(mg/L),Dissolved solids concentration.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.suspended_solids,suspended_solids(mg/L),Suspended solids concentration.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_gravel,substrate_gravel(%),Substrate % gravel.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_sand,substrate_sand(%),Substrate % sand.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_silt_clay_mix,substrate_silt_clay_mix(%),Substrate % silt/clay mix.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_silt,substrate_silt(%),Substrate % silt.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_clay,substrate_clay(%),Substrate % clay.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
wqp.substrate_organic_carbon,substrate_organic_carbon(%),Substrate % organic carbon.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,wqp
dv.discharge,discharge(m3/s),Stream flow.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,20151213T23:59:59Z,dv
nerrs.station,station(),Station-ID.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.air_temperature,air_temperature(C),Air temperature.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.air_pressure,air_pressure(hPa),Air pressure.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.relative_humidity,relative_humidity(%),Average relative humidity as % saturation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.precipitation,precipitation(mm),Precipitation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.wind_direction,wind_direction(deg),Average wind direction in degrees bering.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.wind_speed,wind_speed(m/s),Average wind speed.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.wind,wind(m/s),Average wind u (east) and v (north) components.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.maximum_wind_speed,maximum_wind_speed(m/s),Maximum wind speed (of gusts).,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.maximum_wind,maximum_wind(m/s),Maximum wind gust u (east) and v (north) components.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.depth,depth(m),Depth.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.temperature,temperature(C),?,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.chlorophyll,chlorophyll(ug/L),Chlorophyll fluorescence.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.dissolved_oxygen_concentration,dissolved_oxygen_concentration(mg/L),Dissolved oxygen concentration.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.dissolved_oxygen_saturation,dissolved_oxygen_saturation(%),Dissolved oxygen saturation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.nh4,nh4(mg/L),Ammonium as N.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.no23,no23(mg/L),Nitrite + nitrate as N.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.no2,no2(mg/L),Nitrite as N.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.no3,no3(mg/L),Nitrate as N.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.ph,ph(pH),pH.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.po4,po4(mg/L),Orthophosphate as P.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.salinity,salinity(ppt),Salinity in parts-per-thousand.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.conductivity,conductivity(mS/cm),Specific conductivity.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.par,par(mmol/m2),Photosynthetically active radiation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.solar_radiation,solar_radiation(W/m2),Total soloar radiation.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
nerrs.turbidity,turbidity(NTU),Turbidity in nephelometric turbidity units.,-180 -90 180 90,19940501T00:00:00Z,PT1Y,now,nerrs
ncca.station,station(-),Station ID.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.chlorophyll_a,chlorophyll_a(ug/L),Chlorophyll-a concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.dissolved_oxygen,dissolved_oxygen(mg/L),Dissolved oxygen.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.dissolved_inorganic_nitrogen,dissolved_inorganic_nitrogen(mgN/L),Dissolved inorganic nitrogen concentration (NO3 + NO2 + NH3).,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.dissolved_inorganic_phosphorus,dissolved_inorganic_phosphorus(mgP/L),Dissolved inorganic phosphorus concentration (aka ortho-phosphate or soluable reactive phosphorus).,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.di_nitrogen_phosphorus_ratio,di_nitrogen_phosphorus_ratio(mol/L),Molar ratio of DIN/DIP; concentration = 0.001 mg/L was used in calculation when DIN or DIP result was reported as less than detection limit.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.total_nitrogen,total_nitrogen(mgN/L),Dissolved total nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.total_phosphorus,total_phosphorus(mgP/L),Dissolved total phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.total_nitrogen_phosphorus_ratio,total_nitrogen_phosphorus_ratio(mol/L),Molar ratio of TN/TP; concentration = 0.001 mg/L was used in calculation when TN or TP result was reported as less than detection limit.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.nh3,nh3(mgN/L),Ammonium concentration; equivalent designations: ammonia or NH4.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.no2,no2(mgN/L),Nitrite concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.no3,no3(mgN/L),Nitrate concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.no2_no3,no2_no3(mgN/L),NO2 + NO3 (nitrite + nitrate) concentration; designates that lab measured and reported results of undifferentiated analysis.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.ph,ph(pH),Acidity/alkalinity.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.salinity,salinity(PSU),Salinity.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.suspended_solids,suspended_solids(mg/L),Total suspended solids concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.secchi_disk_depth,secchi_disk_depth(m),Depth that a Secchi disk becomes invisible.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca.temperature,temperature(C),Water temperature.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca
ncca2.atlantic.station,station(-),Site name.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.uid,uid(-),Unique numeric site number.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.chlorophyll_a,chlorophyll_a(ug/L),Chlorophyll-a concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.conductivity,conductivity(uS/cm),Conductivity at 25C.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.dissolved_inorganic_nitrogen,dissolved_inorganic_nitrogen(mg/L),Dissolved inorganic nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.microcystin,microcystin(ug/L),Microcystin (blue-green algae toxin) concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.nitrate_nitrite_n,nitrate_nitrite_n(ug/L),Nitrate + nitrite as nitrogen.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.nitrite_n,nitrite_n(mg/L),Nitrite nitrogen.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.total_nitrogen,total_nitrogen(mg/L),Total nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.ph,ph(pH),Acidity/alkalinity.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.total_phosphorus,total_phosphorus(mg/L),Total phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.soluble_reactive_phosphorus,soluble_reactive_phosphorus(mg/L),Soluble reactive phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.total_dissolved_nitrogen,total_dissolved_nitrogen(mg/L),Total dissolved nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.atlantic.total_dissolved_phosphorus,total_dissolved_phosphorus(mg/L),Total dissolved phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.station,station(-),Site name.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.uid,uid(-),Unique numeric site number.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.chlorophyll_a,chlorophyll_a(ug/L),Chlorophyll-a concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.conductivity,conductivity(uS/cm),Conductivity at 25C.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.dissolved_inorganic_nitrogen,dissolved_inorganic_nitrogen(mg/L),Dissolved inorganic nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.microcystin,microcystin(ug/L),Microcystin (blue-green algae toxin) concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.nitrate_nitrite_n,nitrate_nitrite_n(ug/L),Nitrate + nitrite as nitrogen.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.nitrite_n,nitrite_n(mg/L),Nitrite nitrogen.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.total_nitrogen,total_nitrogen(mg/L),Total nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.ph,ph(pH),Acidity/alkalinity.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.total_phosphorus,total_phosphorus(mg/L),Total phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.soluble_reactive_phosphorus,soluble_reactive_phosphorus(mg/L),Soluble reactive phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.total_dissolved_nitrogen,total_dissolved_nitrogen(mg/L),Total dissolved nitrogen concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.gulf.total_dissolved_phosphorus,total_dissolved_phosphorus(mg/L),Total dissolved phosphorus concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.lower_mississippi.station,station(-),Site name.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.lower_mississippi.uid,uid(-),Unique numeric site number.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
ncca2.lower_mississippi.chlorophyll_a,chlorophyll_a(ug/L),Chlorophyll-a concentration.,-180 -90 180 90,19980730T00:00:00Z,PT1Y,now,ncca2
